id,loitering
102291,1
8018,0
129696,0
129159,1
67614,0
67071,0
65132,1
65818,0
9131,0
68509,0
635,0
98858,0
1880,0
7797,0
67297,0
101422,0
129413,0
102267,1
7777,0
1641,0
2067,0
1156,0
66157,1
126825,0
102545,0
3539,1
101465,1
2643,1
8472,0
9395,0
65683,1
67921,0
101827,1
3697,0
6225,0
129555,1
4401,1
128902,1
4349,0
4549,1
5543,0
100565,1
100572,1
67622,0
2115,0
603,0
3311,0
102955,0
102850,0
7291,0
99534,1
6094,1
846,0
99467,1
2133,0
6167,0
7993,0
4924,0
130264,0
66560,0
1542,0
9062,0
7595,0
129191,0
98464,0
2052,0
127681,1
98472,0
145575,0
100892,0
128611,1
66826,1
101066,0
130147,0
130626,0
8760,0
65271,0
129357,0
7715,0
65709,0
126576,0
101560,0
6105,1
129660,0
98942,1
8058,0
385,0
769,0
6268,0
68204,0
5954,0
127400,0
6208,1
5347,0
102438,0
127247,0
5016,0
68968,0
98586,0
99761,0
100333,1
8245,0
128945,0
100157,0
2202,0
127204,0
2852,0
128565,1
68973,0
129077,0
4563,0
67408,0
3657,0
128993,1
761,0
7554,0
6686,0
128328,0
5604,0
100704,0
101729,1
2476,0
414,0
8000,0
4038,0
98759,1
99529,1
8935,0
129925,0
7736,0
129762,0
68202,0
102788,0
128013,0
4271,0
7408,0
4912,0
127743,1
1776,0
66842,1
128385,0
3510,0
126791,0
99939,0
128906,0
99578,1
65518,0
102804,1
128036,1
9069,0
127921,0
67854,0
101308,0
66475,0
102635,1
101489,0
127783,1
3979,0
6053,0
128200,0
7141,0
1483,0
8063,0
716,0
66598,0
128172,1
68073,0
9343,0
3063,0
100783,1
1871,0
101735,1
100107,1
129642,1
98999,0
3715,0
67349,1
65410,1
100977,0
100816,0
129135,1
102946,1
3412,0
98510,0
660,0
8791,0
5454,0
5322,1
99638,1
101252,0
69122,0
5199,1
126849,0
68982,0
99515,1
6859,0
68237,0
98852,0
130782,0
8363,0
129959,0
100705,0
101822,1
127946,0
68401,0
99762,1
399,0
128263,0
5491,0
2051,0
693,0
67873,0
102819,1
130833,0
127568,0
904,0
8671,0
475,0
66329,0
5922,0
68487,1
101597,0
98896,1
127933,1
127848,0
5226,0
101198,0
130480,0
331,0
8460,0
127661,0
127269,1
6241,0
102400,0
101277,0
4092,0
101259,1
65343,0
6319,0
129178,0
68921,0
130850,0
65720,1
102086,1
99711,1
7260,0
67513,0
127870,0
99863,0
6075,0
128147,1
2041,0
6260,0
126918,0
130692,0
67683,1
102168,0
99781,0
7725,0
101868,0
4583,0
130598,0
5984,1
2356,0
9157,0
7659,0
102884,0
101578,0
102767,1
127261,0
7488,0
100765,1
129616,0
2264,0
98853,0
2933,0
1639,0
101569,0
4516,1
101276,0
8672,0
66046,0
4640,0
6038,0
68984,1
69060,0
7119,0
129889,0
2000,0
486,0
130712,0
8808,0
7498,0
66337,0
2029,0
127589,1
61,0
100329,0
3462,0
5580,0
5046,0
98212,0
128987,1
128488,1
67774,0
99008,0
127175,0
99104,1
2191,0
98469,0
68672,0
5608,1
101197,0
66862,1
98220,0
7714,0
7523,0
8260,0
3978,0
128187,0
4324,0
67248,0
7620,0
732,0
4742,0
6069,0
1319,0
68558,0
98360,0
100350,0
66464,0
129236,1
69121,1
102153,0
4663,0
67350,1
68233,0
98754,0
9165,0
1181,0
128369,0
130519,0
1579,0
99845,0
8086,0
8942,0
766,0
3050,0
8330,0
6608,1
6446,0
129667,0
818,1
377,0
123,0
66667,1
101470,0
130221,0
128469,1
129481,1
5919,1
99927,0
9405,0
126978,0
127698,0
98415,0
3101,0
130229,0
8660,0
66143,1
67602,0
2589,0
4830,0
98840,0
65564,0
98796,1
101189,0
5300,1
7413,0
126454,0
129295,0
69027,0
6825,0
4871,0
101541,0
99389,1
98135,0
2568,0
2707,0
291,0
3442,0
881,0
5829,0
101633,0
130739,0
100583,0
3243,1
8140,0
67572,0
5635,1
4605,0
65798,0
5842,0
100183,1
99976,0
100227,1
68619,0
8377,0
7396,0
102838,0
66290,0
4897,0
8788,0
7431,0
7529,0
1604,0
102401,0
2074,0
8879,0
8225,1
9200,0
102712,0
99054,1
99815,1
2331,1
130466,0
130458,0
9089,0
127948,1
102562,1
2544,0
130516,0
128005,1
128281,1
1293,0
7138,0
33,0
68404,0
129087,0
129015,0
7905,1
130495,0
7177,0
67086,1
6234,0
4122,0
68943,0
7924,0
127614,0
3191,0
101084,1
1894,0
98644,1
6125,0
127167,0
3106,1
100286,0
129966,0
7131,0
102675,0
102193,0
8462,0
8580,0
102554,0
3857,0
130145,0
1461,0
3195,0
98226,1
102061,1
100295,1
127217,0
2046,0
407,0
68043,0
9368,0
8004,0
128240,1
100439,0
5620,1
67245,0
128180,0
8075,0
101647,0
6791,0
66985,0
4904,0
1546,0
8816,0
8266,0
8120,0
65464,0
129001,0
101127,0
68391,0
1931,0
98410,0
7840,0
129410,0
5179,0
66794,0
875,0
127648,0
128024,0
67259,0
99340,0
101820,1
102610,0
128007,0
67110,1
4372,1
100117,0
68180,0
3656,0
67654,0
66181,0
102864,1
3455,0
8021,0
101100,0
65666,0
1041,0
1655,0
128815,1
8635,0
101486,0
8438,0
68919,0
68402,0
66107,0
130892,0
126912,0
65675,0
5598,0
98800,0
99058,0
99431,0
5393,0
68989,0
99304,1
1070,0
8892,0
7642,0
7922,0
130734,0
99482,1
127133,0
127724,0
98675,1
6305,0
128914,1
6553,1
65211,0
1899,0
67797,0
127864,0
129974,0
4610,0
5607,1
157,0
99301,1
6967,1
68080,0
430,0
130183,0
130441,0
6238,0
1259,0
2812,0
8160,0
101158,0
127656,0
130100,0
98229,1
100959,1
130459,0
9329,0
2608,0
67461,0
128066,1
101228,1
126627,0
101619,0
68231,0
2534,0
98859,1
129395,0
5506,0
6717,0
8768,0
101435,0
7728,0
7496,0
169,1
2803,0
387,0
65954,0
6245,0
100992,0
69089,1
102556,0
67556,0
359,0
126949,0
99434,0
68094,0
68551,1
8327,1
3971,0
129117,1
9038,0
6609,1
100514,0
99576,0
128678,0
99379,1
130157,0
68427,0
65536,1
2913,0
67038,0
67906,0
2117,0
102471,1
65159,1
100109,1
99776,0
67386,1
102953,0
130681,0
6588,1
7629,0
8224,1
98949,0
102503,1
126668,0
8137,0
67938,0
7115,0
3297,0
3461,0
6617,0
99579,0
1122,0
1495,0
583,0
1611,0
5411,0
772,0
8854,0
65284,0
3257,0
3689,0
102467,0
100349,0
127841,0
5992,1
4396,1
128959,0
98290,1
98862,1
67788,0
2923,0
69124,0
4345,0
2714,0
7148,0
102835,0
128660,0
67206,0
5875,0
67261,0
98335,0
1121,0
130799,0
68790,0
7281,1
129424,0
100219,0
65593,0
68151,0
130374,0
8243,0
127235,0
66298,0
128022,0
66802,1
99284,0
127716,1
67621,0
68778,0
65335,0
102023,1
130642,0
126910,0
99087,1
99972,0
99070,0
102050,1
67668,0
102161,1
5076,0
101921,0
4575,0
338,0
7071,0
67240,1
2151,0
129841,0
1651,0
2350,0
127435,0
100007,1
99201,1
7592,0
67065,0
99161,1
67397,0
127959,0
4769,0
69106,0
4578,0
6634,0
101145,1
1147,0
1184,0
127562,0
6198,1
101201,0
66466,0
127937,0
2226,0
98713,0
127240,0
1565,0
68970,0
5601,0
127438,0
67987,0
282,0
65535,1
1807,0
99322,0
101477,1
130080,0
7083,1
98914,0
127233,0
100827,1
68690,1
3936,0
127984,0
126947,0
6310,0
6232,1
9444,0
68724,0
100427,1
68693,1
129097,0
99827,0
101499,0
98952,1
5283,0
65810,0
126497,0
128731,0
129104,0
3202,0
66507,1
7098,0
128771,1
126370,0
5573,0
100610,0
130650,0
128216,0
8855,0
68216,0
8372,0
1601,0
98319,0
7079,1
101786,0
68964,0
130851,0
67821,0
98907,0
126948,0
66499,0
1870,0
98207,1
128030,0
9270,0
66340,0
8531,0
126560,0
4278,0
99562,0
66921,1
102333,0
66230,1
2561,0
7200,0
67658,0
129931,0
99793,0
101955,0
4530,0
418,0
2590,0
8456,0
1010,0
3265,0
128477,1
129091,0
127904,0
98158,0
7166,0
65858,1
3133,0
100796,0
6360,0
129688,1
8347,1
130513,0
65847,0
126424,1
8860,0
100873,0
9453,0
127626,0
129042,0
3365,0
129063,0
3727,0
127494,0
129936,0
101412,0
130245,0
101342,1
5638,1
4009,0
68125,0
67479,0
67986,0
4906,0
5060,0
67779,0
1104,0
67373,0
6372,0
68063,0
99801,0
2433,0
101427,0
130506,0
1261,0
126365,0
68333,0
102829,1
2309,0
9093,0
5273,0
127852,0
99677,0
65969,0
67530,0
8773,0
4205,0
98850,1
98916,0
67591,0
2813,0
8834,0
262,0
128943,0
8746,0
129673,0
2875,0
102421,0
126636,0
128582,0
100494,1
4807,0
102609,0
2939,0
100981,0
100479,0
733,0
128578,1
130187,0
8265,0
6917,0
6043,0
128764,0
126402,0
130522,0
130736,0
3100,0
102428,0
67435,0
99079,0
128851,1
129607,0
1975,0
8314,0
99298,1
102139,0
4437,0
100784,1
102547,0
128286,1
98517,1
7845,0
290,0
129593,0
4261,0
8168,0
68920,0
4290,0
66420,0
99539,0
127853,0
4487,1
3134,0
68484,0
6158,0
1547,0
102693,1
2675,0
99961,1
2838,0
6810,1
65653,0
6672,0
6715,0
1725,0
4842,0
102469,0
67070,1
127082,1
129004,0
2601,0
1901,0
98720,1
100048,0
126708,1
5595,0
128986,1
8703,0
65880,0
100928,0
8915,0
101796,1
5424,1
98542,0
100197,0
66200,0
408,0
7675,0
1385,0
129539,1
297,0
68343,0
6281,0
6694,0
1257,0
66267,0
8309,0
592,0
127052,0
66444,1
99362,0
100171,0
667,0
65055,0
67945,0
5233,0
130899,0
2949,0
98280,0
101279,1
5516,0
102315,0
7002,0
1004,0
7124,0
66611,0
98461,1
3077,0
129748,0
99481,1
2196,0
68789,0
102245,0
98196,0
5855,0
5263,0
128871,0
8244,0
128373,0
67292,0
5314,0
2217,0
67996,0
5905,0
67314,1
102306,0
9293,0
7001,0
3096,0
3614,0
98782,0
127737,0
130350,0
129182,1
101616,0
5624,1
128505,1
102605,1
101017,0
8662,0
5355,0
128887,0
6157,0
8346,1
98440,0
1505,0
67509,0
98838,0
126632,0
8414,0
66800,0
3678,0
68946,0
68142,0
7862,0
128307,0
6479,0
65065,0
127581,0
101949,0
2445,0
127437,0
68057,0
68483,0
2843,0
956,0
127828,0
7349,0
100513,0
99678,1
3751,0
68745,0
8633,0
98740,0
7339,0
67908,0
1679,0
67018,0
67893,0
130560,0
130168,0
3989,0
65939,0
101797,0
128190,1
67836,0
128856,0
5867,0
99251,0
129873,0
6961,1
99580,0
5825,0
5050,1
8379,0
100335,1
7256,0
127221,0
68554,0
637,0
3147,0
126617,1
8839,0
102167,1
66126,0
102504,1
127265,0
100975,0
5821,0
128001,1
127231,0
101715,0
144348,0
66987,0
5957,0
65754,0
7003,1
5086,0
8555,0
9252,0
67503,0
100917,0
129962,0
98500,0
3928,0
6434,0
8862,0
3970,0
128946,0
100833,0
67971,0
67820,0
129420,1
101636,1
98923,0
67662,1
126448,0
67309,1
3797,0
68220,0
5416,0
99639,0
65834,0
3321,0
2020,0
99646,0
643,0
2732,0
67517,0
67474,0
2475,0
7534,0
101800,0
4132,0
3168,0
7101,1
7576,0
65669,0
127288,1
127402,0
66644,0
4874,0
66133,1
100062,0
8180,0
68703,0
8049,0
128955,0
4336,0
775,0
129416,0
66886,0
79,1
129905,0
1574,0
7386,0
67182,0
101002,0
100559,1
2281,1
66632,0
9007,0
68449,0
101190,0
67918,0
7133,0
65337,0
6124,0
8536,0
3483,0
5822,0
67747,0
64,0
68460,0
6189,0
9173,0
7724,0
6472,1
1665,0
129778,0
3350,0
9381,0
2930,0
102926,0
319,0
68210,0
99349,0
2162,0
101320,1
69151,1
98755,0
65646,0
8487,0
3990,0
65172,0
6478,0
127738,0
102388,0
66975,1
4171,0
98184,1
2728,0
68529,0
5813,0
102319,0
3444,0
127140,0
66380,0
4704,0
66070,0
68682,0
129320,1
9166,0
2883,0
66241,1
126622,0
68687,1
100374,0
102285,0
4392,1
8821,0
66476,0
2093,0
129111,0
